Type_of_aggregates,Design_F'c (Mpa),Curing_age_(days),Cs_(Mpa),Er_(ohm-cm),UPV_(m/s)
Crushed,35,90,50.527,11.5017,4398.0443
Crushed,35,90,50.7785,11.6281,4377.231
Crushed,35,90,51.1643,11.4925,4386.6499
Crushed,35,90,49.5832,11.5055,4377.5413
Crushed,35,90,51.3654,11.4363,4384.9711
Crushed,35,90,49.8692,11.6573,4377.2627
Crushed,35,90,50.6326,11.5025,4379.4992
Crushed,35,90,50.129,11.4797,4377.3976
Crushed,35,90,50.3841,11.685,4390.8027
Crushed,35,90,51.0492,11.5089,4384.8957
Crushed,35,90,49.9307,11.6665,4389.3451
Crushed,35,90,50.1788,11.5119,4393.4688
Crushed,35,90,51.477,11.594,4351.2503
Crushed,35,90,51.4824,11.6704,4360.7663
Crushed,35,90,51.2558,11.4471,4347.6221
Crushed,35,90,50.3042,11.6589,4356.6274
Crushed,35,90,51.0078,11.6125,4369.3689
Crushed,35,90,51.1232,11.6824,4352.2956
Crushed,35,90,51.5096,11.3932,4358.0191
Crushed,35,90,50.1519,11.6898,4351.4767
Crushed,35,90,51.1172,11.6354,4365.8633
Crushed,35,90,50.3658,11.551,4361.8073
Crushed,35,90,50.7598,11.5773,4352.3524
Crushed,35,90,51.1703,11.5623,4368.5417
Crushed,35,90,50.3096,11.7004,4355.4221
Crushed,35,90,50.4684,11.4949,4369.4687
Crushed,35,90,51.0184,11.5944,4360.3725
Crushed,35,90,50.4183,11.6397,4355.1632
Crushed,35,90,50.273,11.4378,4367.7378
Crushed,35,90,51.0798,11.4152,4352.2714
Crushed,35,90,51.243,11.5446,4351.0067
Crushed,35,90,50.7919,11.5404,4350.5625
Crushed,35,90,52.5503,11.1577,4351.8349
Crushed,35,90,52.0068,11.2275,4347.2284
Crushed,35,90,51.1245,11.0659,4349.7194
Crushed,35,90,52.0962,11.1218,4348.9478
Crushed,35,90,52.6919,11.045,4349.7688
Crushed,35,90,51.5739,11.0226,4351.9107
Crushed,35,90,51.5666,11.0667,4349.6472
Crushed,35,90,50.9441,11.0336,4352.0751
Crushed,35,90,50.2921,11.2606,4347.1579
Crushed,35,90,50.5931,11.3214,4347.5486
Crushed,35,90,50.3512,11.3051,4345.3244
Crushed,35,90,51.3583,11.1146,4352.8916
Crushed,35,90,50.1238,11.1632,4347.047
Crushed,35,90,52.5857,11.3678,4348.1755
Crushed,35,90,51.8456,11.2991,4348.9458
Crushed,35,90,50.1023,11.0476,4348.1507
Crushed,35,90,50.181,11.2485,4353.2821
Crushed,35,90,50.6651,11.1155,4349.5666
Crushed,35,90,51.3351,11.1823,4346.126
Crushed,35,90,50.4444,11.2702,4345.9447
Crushed,35,90,52.7964,10.926,4367.4676
Crushed,35,90,51.1099,10.9008,4362.3114
Crushed,35,90,51.9854,10.9221,4369.5998
Crushed,35,90,50.9847,10.9234,4355.9266
Crushed,35,90,51.7917,10.9047,4374.743
Crushed,35,90,51.7919,10.9286,4373.2852
Crushed,35,90,52.7012,10.9586,4371.8711
Crushed,35,90,52.7002,10.8555,4361.0269
Crushed,35,90,52.6028,10.8406,4371.7364
Crushed,35,90,51.4222,10.934,4376.7333
Crushed,35,90,52.2508,10.8585,4372.6693
Crushed,35,90,50.8417,10.972,4372.959
Crushed,35,90,50.8045,10.927,4379.6525
Crushed,35,90,50.5547,10.9487,4379.4428
Crushed,35,90,51.669,10.8579,4377.1366
Crushed,35,90,52.2995,10.9421,4363.8097
Crushed,35,90,52.2857,10.9268,4366.5768
Crushed,35,90,51.5566,10.9382,4360.2389
Crushed,35,90,51.0277,10.9941,4367.949
Crushed,35,90,52.0008,10.9719,4369.7001
Crushed,35,120,55.128,13.6518,4326.1084
Crushed,35,120,55.3203,14.0173,4319.8913
Crushed,35,120,55.6205,13.7713,4333.8837
Crushed,35,120,54.8044,13.9827,4330.1491
Crushed,35,120,55.4027,13.4908,4322.2931
Crushed,35,120,55.2538,13.9114,4321.1163
Crushed,35,120,55.0979,13.8869,4332.8362
Crushed,35,120,55.5848,13.5511,4326.3372
Crushed,35,120,55.0544,13.9219,4327.6401
Crushed,35,120,54.8232,13.4794,4325.9709
Crushed,35,120,55.3139,13.5505,4329.2242
Crushed,35,120,55.3038,13.6211,4324.0238
Crushed,35,120,54.9841,14.1004,4327.6517
Crushed,35,120,55.497,13.6511,4318.9507
Crushed,35,120,55.7092,14.0289,4321.0598
Crushed,35,120,55.6893,13.8067,4328.6258
Crushed,35,120,54.7672,13.7678,4317.0862
Crushed,35,120,54.8808,14.1315,4328.4255
Crushed,35,120,54.6555,13.6597,4324.6998
Crushed,35,120,55.2859,13.9149,4317.3062
Crushed,35,120,55.1687,14.0723,4321.8464
Crushed,35,120,53.72,14.08,4336.1553
Crushed,35,120,51.3924,13.8256,4358.9371
Crushed,35,120,53.033,13.8519,4334.3152
Crushed,35,120,53.9078,13.5275,4373.8153
Crushed,35,120,54.6923,13.459,4326.0069
Crushed,35,120,53.5565,13.9736,4353.3256
Crushed,35,120,51.0403,13.8144,4389.8248
Crushed,35,120,55.1041,13.7183,4342.6118
Crushed,35,120,53.4108,14.066,4374.4976
Crushed,35,120,51.5252,13.4587,4318.3627
Crushed,35,120,55.4979,13.9961,4347.9892
Crushed,35,120,52.3323,14.0709,4373.2447
Crushed,35,120,50.929,14.0406,4371.3913
Crushed,35,120,54.3265,13.6462,4380.8326
Crushed,35,120,55.0565,13.6702,4322.2862
Crushed,35,120,52.3633,13.439,4376.3643
Crushed,35,120,51.2685,13.7668,4342.6523
Crushed,35,120,52.7266,13.6238,4395.281
Crushed,35,120,51.3148,13.7242,4388.1163
Crushed,35,120,50.6047,12.7491,4312.4719
Crushed,35,120,49.9617,13.2822,4311.107
Crushed,35,120,50.4295,13.1626,4379.4405
Crushed,35,120,50.3466,12.9834,4349.6747
Crushed,35,120,50.6479,12.9803,4347.3744
Crushed,35,120,49.8877,13.1108,4341.4929
Crushed,35,120,50.1101,13.3462,4310.1593
Crushed,35,120,49.9799,12.7222,4322.7982
Crushed,35,120,49.9036,13.1234,4333.1819
Crushed,35,120,50.7493,12.8256,4392.6525
Crushed,35,120,49.7367,13.2441,4349.7304
Crushed,35,120,50.2561,13.301,4391.5713
Crushed,35,120,49.9609,13.0282,4345.0785
Crushed,35,120,49.9755,13.1959,4346.8081
Crushed,35,120,49.8738,13.1516,4373.7378
Crushed,35,120,50.647,12.7266,4388.5968
Crushed,35,120,50.3022,13.0294,4323.3126
Crushed,35,120,50.118,12.6647,4357.4486
Crushed,35,120,49.758,13.2811,4319.4874
Crushed,35,120,49.8693,13.2747,4306.0906
Crushed,35,120,54.4037,13.0692,4311.7296
Crushed,35,120,52.7531,12.6507,4306.0368
Crushed,35,120,52.7543,12.7097,4332.3831
Crushed,35,120,54.19,13.2434,4338.9043
Crushed,35,120,49.8642,13.9998,4372.8296
Crushed,35,120,54.3509,13.6675,4359.2692
Crushed,35,120,51.8311,13.8696,4348.0546
Crushed,35,120,49.8722,12.9271,4311.1743
Crushed,35,120,53.6162,13.2598,4323.8314
Crushed,35,120,50.497,12.8404,4363.7817
Crushed,35,120,50.4394,14.0992,4316.59
Crushed,35,120,52.8767,13.6074,4320.4197
Crushed,35,120,51.0227,13.3733,4327.0379
Crushed,35,120,51.3902,12.9283,4382.1469
Crushed,35,120,51.7997,14.371,4360.7469
Crushed,35,120,51.8239,13.9212,4379.7953
Crushed,35,120,51.7174,14.1632,4359.5512
Crushed,35,120,52.897,13.3464,4368.717
Crushed,35,120,50.5606,12.8799,4334.4226
Crushed,35,120,50.6725,14.3261,4331.356
Crushed,35,40,41.2907,8.7687,3911.1039
Crushed,35,40,41.7581,8.7141,3885.3139
Crushed,35,40,42.6711,8.7833,3849.1501
Crushed,35,40,41.576,8.6959,3910.4931
Crushed,35,40,42.6114,8.7846,3913.5345
Crushed,35,40,42.5141,8.7607,3927.1053
Crushed,35,40,42.7826,8.8074,3892.1437
Crushed,35,40,42.7905,8.7592,3874.3108
Crushed,35,40,41.6971,8.733,3845.7447
Crushed,35,40,41.7299,8.78,3921.5333
Crushed,35,40,42.1668,8.7409,3878.9139
Crushed,35,40,41.7624,8.793,3874.6945
Crushed,35,40,42.7984,8.807,3917.4691
Crushed,35,40,42.7544,8.7841,3876.7658
Crushed,35,40,42.2363,8.7665,3912.8167
Crushed,35,40,41.635,8.7,3856.1719
Crushed,35,40,42.489,8.7052,3906.9686
Crushed,35,40,41.575,8.7429,3900.9587
Crushed,35,40,42.0306,8.7819,3907.2266
Crushed,35,40,41.8837,8.792,3896.3781
Crushed,35,40,40.9083,8.7979,3853.8894
Crushed,35,40,39.0289,8.6018,3852.4836
Crushed,35,40,40.0098,8.4403,3849.7745
Crushed,35,40,39.0755,8.5556,3853.699
Crushed,35,40,42.1685,8.0337,3842.9618
Crushed,35,40,40.9499,8.7727,3850.8162
Crushed,35,40,42.929,8.8138,3844.1745
Crushed,35,40,40.0029,8.748,3850.7049
Crushed,35,40,40.6454,8.1843,3856.3032
Crushed,35,40,39.5869,8.7011,3851.615
Crushed,35,40,39.0431,8.5311,3854.6674
Crushed,35,40,39.2869,8.5512,3854.8583
Crushed,35,40,41.4437,8.1794,3850.4435
Crushed,35,40,43.141,8.1427,3851.0246
Crushed,35,40,40.8988,8.277,3848.7876
Crushed,35,40,42.2807,8.3816,3851.3503
Crushed,35,40,42.2328,8.018,3852.6681
Crushed,35,40,41.791,8.6968,3845.5823
Crushed,35,40,42.7444,8.2662,3852.0554
Crushed,35,40,40.0417,8.0928,3848.5991
Crushed,35,40,42.8289,7.9828,3862.0875
Crushed,35,40,41.7777,7.955,3907.4689
Crushed,35,40,40.7266,7.9964,3864.2287
Crushed,35,40,43.2584,7.9583,3874.482
Crushed,35,40,41.8252,8.0076,3889.2562
Crushed,35,40,43.8998,7.9643,3874.0311
Crushed,35,40,43.5683,7.9712,3868.526
Crushed,35,40,40.8208,7.997,3894.2889
Crushed,35,40,41.7936,7.95,3857.4515
Crushed,35,40,40.7704,7.9664,3908.6525
Crushed,35,40,42.185,8.0062,3914.7505
Crushed,35,40,43.0754,7.9659,3878.1402
Crushed,35,40,42.8154,7.9851,3887.1993
Crushed,35,40,39.6376,7.9517,3900.5083
Crushed,35,40,43.2074,8.0009,3898.8034
Crushed,35,40,39.1233,7.9841,3880.2955
Crushed,35,40,41.1175,8.0085,3917.9122
Crushed,35,40,42.7413,7.9596,3912.2174
Crushed,35,40,42.9973,7.9899,3922.1712
Crushed,35,40,40.876,8.009,3889.2749
Crushed,35,40,41.8677,8.2367,3955.837
Crushed,35,40,41.4225,8.1405,3946.0246
Crushed,35,40,43.3846,8.6121,3940.4985
Crushed,35,40,43.7259,8.2854,3956.5842
Crushed,35,40,43.4375,7.9816,3938.1954
Crushed,35,40,43.0602,8.31,3953.8344
Crushed,35,40,43.2502,8.569,3931.2768
Crushed,35,40,41.3161,8.6308,3928.1744
Crushed,35,40,43.9623,8.069,3945.5084
Crushed,35,40,42.3273,8.2777,3939.0018
Crushed,35,40,43.6253,8.3972,3943.3486
Crushed,35,40,41.5852,8.0532,3950.8968
Crushed,35,40,43.6112,8.2909,3936.6492
Crushed,35,40,42.6006,8.1351,3956.9553
Crushed,35,40,41.0992,8.3483,3941.0466
Crushed,35,40,43.0439,8.5771,3947.4559
Crushed,35,40,43.9751,8.5021,3954.3576
Crushed,35,40,43.472,8.1868,3935.6686
Crushed,35,40,42.9158,8.454,3952.8622
Crushed,35,40,43.1096,8.201,3955.9529
Crushed,35,60,43.6455,9.2947,4239.3668
Crushed,35,60,45.1628,9.2998,4298.6677
Crushed,35,60,44.6196,9.4067,4310.2431
Crushed,35,60,45.2186,9.185,4309.6223
Crushed,35,60,44.093,9.3317,4280.6714
Crushed,35,60,45.1719,9.3124,4285.6619
Crushed,35,60,43.1649,9.2868,4315.6115
Crushed,35,60,44.4631,9.2419,4304.517
Crushed,35,60,44.8728,9.1509,4244.4639
Crushed,35,60,43.6527,9.2897,4313.9504
Crushed,35,60,45.155,9.2887,4233.5982
Crushed,35,60,44.7916,9.2501,4277.1919
Crushed,35,60,44.9273,9.2756,4312.6556
Crushed,35,60,44.3839,9.3886,4253.3384
Crushed,35,60,44.8545,9.2328,4236.1299
Crushed,35,60,43.859,9.3472,4273.4211
Crushed,35,60,43.6323,9.267,4244.5533
Crushed,35,60,43.8232,9.2532,4297.0035
Crushed,35,60,44.4077,9.3426,4288.2731
Crushed,35,60,44.9347,9.3103,4295.1497
Crushed,35,60,44.035,9.1262,4238.3348
Crushed,35,60,43.5468,8.7778,4236.3742
Crushed,35,60,41.5456,8.7874,4240.5493
Crushed,35,60,42.6227,9.0094,4242.9652
Crushed,35,60,40.9832,8.6208,4232.3863
Crushed,35,60,44.4128,9.0778,4230.2741
Crushed,35,60,41.6973,9.4138,4231.3506
Crushed,35,60,42.3565,9.0071,4231.3539
Crushed,35,60,44.2158,8.8445,4236.1217
Crushed,35,60,43.2278,8.7092,4228.8257
Crushed,35,60,43.5619,9.2079,4228.7187
Crushed,35,60,42.6893,9.1723,4235.1471
Crushed,35,60,41.8136,8.9202,4234.2921
Crushed,35,60,44.8424,9.3666,4228.6987
Crushed,35,60,41.7224,8.6514,4237.5777
Crushed,35,60,41.6369,8.8718,4236.0662
Crushed,35,60,43.756,9.0191,4237.7703
Crushed,35,60,43.427,8.9821,4232.7287
Crushed,35,60,42.8078,9.038,4239.4188
Crushed,35,60,42.2478,9.3059,4238.4813
Crushed,35,60,44.9386,8.6222,4242.2978
Crushed,35,60,45.0215,8.576,4242.9238
Crushed,35,60,43.0379,8.6245,4242.6317
Crushed,35,60,43.254,8.6329,4242.5547
Crushed,35,60,46.089,8.5809,4242.3108
Crushed,35,60,44.0268,8.6341,4242.9874
Crushed,35,60,45.5155,8.5916,4242.367
Crushed,35,60,42.4313,8.5878,4242.6588
Crushed,35,60,44.2923,8.5895,4242.6266
Crushed,35,60,44.1096,8.5902,4242.2076
Crushed,35,60,46.1274,8.6017,4242.7262
Crushed,35,60,41.4069,8.616,4242.018
Crushed,35,60,43.637,8.5835,4242.8522
Crushed,35,60,43.7505,8.6289,4242.2543
Crushed,35,60,41.4298,8.6256,4242.3337
Crushed,35,60,45.8111,8.5892,4242.3471
Crushed,35,60,45.702,8.612,4242.5914
Crushed,35,60,43.3061,8.5906,4242.7227
Crushed,35,60,45.1497,8.5966,4242.1117
Crushed,35,60,41.7434,8.6106,4242.898
Crushed,35,60,44.3581,8.9498,4296.5846
Crushed,35,60,45.4973,8.6875,4248.7307
Crushed,35,60,44.9105,8.865,4305.8248
Crushed,35,60,43.6471,9.0445,4302.0826
Crushed,35,60,45.7016,9.0463,4257.4419
Crushed,35,60,45.3602,8.7713,4243.6953
Crushed,35,60,44.7911,9.0538,4242.9891
Crushed,35,60,45.2525,9.1276,4259.8274
Crushed,35,60,43.7915,9.0921,4315.2722
Crushed,35,60,43.192,8.7345,4294.8708
Crushed,35,60,45.8194,8.6987,4299.1912
Crushed,35,60,45.5726,8.7749,4296.6906
Crushed,35,60,44.0967,9.1257,4284.0179
Crushed,35,60,45.133,8.6868,4291.083
Crushed,35,60,43.2358,8.9763,4268.8097
Crushed,35,60,43.2402,8.6741,4283.0539
Crushed,35,60,44.2824,9.1004,4248.9131
Crushed,35,60,43.5961,9.1292,4242.9609
Crushed,35,60,45.0493,9.1274,4283.6658
Crushed,35,60,44.3197,9.0817,4306.4267
Crushed,35,90,45.5424,10.9956,4291.7213
Crushed,35,90,44.9347,10.9956,4282.9447
Crushed,35,90,45.4687,10.9956,4287.6943
Crushed,35,90,45.1643,10.9956,4286.1358
Crushed,35,90,44.8271,10.9956,4294.1868
Crushed,35,90,45.0483,10.9956,4297.443
Crushed,35,90,45.4031,10.9956,4283.3541
Crushed,35,90,44.4199,10.9956,4285.6045
Crushed,35,90,44.7005,10.9956,4296.6694
Crushed,35,90,45.5523,10.9956,4294.2397
Crushed,35,90,44.7105,10.9956,4292.5666
Crushed,35,90,45.0766,10.9956,4296.8384
Crushed,35,90,45.4227,10.9956,4285.0765
Crushed,35,90,45.5569,10.9956,4294.0744
Crushed,35,90,45.0684,10.9956,4284.4153
Crushed,35,90,44.291,10.9956,4281.7633
Crushed,35,90,44.1878,10.9956,4289.2894
Crushed,35,90,45.0184,10.9956,4286.793
Crushed,35,90,44.9457,10.9956,4287.9744
Crushed,35,90,45.5092,10.9956,4286.3886
Crushed,35,90,43.4273,10.9956,4307.1818
Crushed,35,90,43.6666,10.9956,4302.3757
Crushed,35,90,44.0652,10.9956,4303.434
Crushed,35,90,44.8193,10.9956,4309.3368
Crushed,35,90,42.8092,10.9956,4299.4462
Crushed,35,90,44.0168,10.9956,4302.2934
Crushed,35,90,45.4768,10.9956,4302.536
Crushed,35,90,43.5698,10.9956,4300.1797
Crushed,35,90,44.0755,10.9956,4306.669
Crushed,35,90,45.3944,10.9956,4305.2897
Crushed,35,90,43.0152,10.9956,4309.9584
Crushed,35,90,44.618,10.9956,4304.4637
Crushed,35,90,44.9058,10.9956,4305.7677
Crushed,35,90,45.2372,10.9956,4309.0259
Crushed,35,90,44.6732,10.9956,4306.7717
Crushed,35,90,44.9094,10.9956,4305.0862
Crushed,35,90,43.6967,10.9956,4303.5613
Crushed,35,90,45.374,10.9956,4301.8461
Crushed,35,90,44.7749,10.9956,4304.4047
Crushed,35,90,44.7566,10.9956,4299.546
Crushed,35,90,42.4652,10.9956,4303.8328
Crushed,35,90,42.5816,10.9956,4297.5561
Crushed,35,90,42.4984,10.9956,4306.729
Crushed,35,90,42.5392,10.9956,4306.1147
Crushed,35,90,42.4911,10.9956,4292.0309
Crushed,35,90,42.6699,10.9956,4293.7657
Crushed,35,90,42.4389,10.9956,4295.0396
Crushed,35,90,42.4736,10.9956,4309.7471
Crushed,35,90,42.6868,10.9956,4290.1781
Crushed,35,90,42.5758,10.9956,4297.6709
Crushed,35,90,42.6133,10.9956,4298.407
Crushed,35,90,42.532,10.9956,4298.39
Crushed,35,90,42.6388,10.9956,4297.6727
Crushed,35,90,42.5454,10.9956,4297.013
Crushed,35,90,42.5392,10.9956,4306.8319
Crushed,35,90,42.5401,10.9956,4305.8107
Crushed,35,90,42.5805,10.9956,4304.5369
Crushed,35,90,42.6909,10.9956,4295.873
Crushed,35,90,42.5631,10.9956,4305.3287
Crushed,35,90,42.5914,10.9956,4303.2948
Crushed,35,90,42.6134,10.9956,4292.6101
Crushed,35,90,43.2003,10.9956,4290.1988
Crushed,35,90,43.1853,10.9956,4292.4609
Crushed,35,90,43.3525,10.9956,4294.5289
Crushed,35,90,43.7767,10.9956,4290.8804
Crushed,35,90,43.6023,10.9956,4294.3482
Crushed,35,90,43.8882,10.9956,4293.5966
Crushed,35,90,42.5202,10.9956,4293.2722
Crushed,35,90,42.7996,10.9956,4294.7591
Crushed,35,90,43.1999,10.9956,4291.255
Crushed,35,90,44.0321,10.9956,4291.2518
Crushed,35,90,43.7511,10.9956,4292.9557
Crushed,35,90,43.1869,10.9956,4291.8885
Crushed,35,90,42.9894,10.9956,4294.5302
Crushed,35,90,42.5317,10.9956,4290.6483
Crushed,35,90,43.6691,10.9956,4291.8588
Crushed,35,90,43.2786,10.9956,4293.4177
Crushed,35,90,42.7667,10.9956,4290.5935
Crushed,35,90,43.1458,10.9956,4293.0944
Crushed,35,90,42.7146,10.9956,4294.9792
Crushed,35,120,48.2342,12.8247,4184.729
Crushed,35,120,46.5784,12.7648,4184.6835
Crushed,35,120,49.0555,12.8935,4184.6713
Crushed,35,120,45.0615,12.7021,4184.6281
Crushed,35,120,48.5684,12.6677,4184.8699
Crushed,35,120,47.6939,12.7168,4184.9729
Crushed,35,120,47.3144,12.7198,4184.9275
Crushed,35,120,47.7972,12.6591,4184.8331
Crushed,35,120,48.126,12.9525,4184.826
Crushed,35,120,45.3955,12.8443,4184.9252
Crushed,35,120,48.778,12.686,4184.6836
Crushed,35,120,45.0494,12.6405,4184.6741
Crushed,35,120,46.2585,12.7219,4184.733
Crushed,35,120,45.7645,12.8748,4184.8064
Crushed,35,120,48.9884,12.6557,4184.7509
Crushed,35,120,45.2818,12.8307,4184.8696
Crushed,35,120,47.4973,12.7224,4184.7299
Crushed,35,120,47.7395,12.821,4184.8587
Crushed,35,120,47.8005,12.5913,4184.8502
Crushed,35,120,48.722,12.7232,4184.9342
Crushed,35,120,49.2399,12.9591,4195.3681
Crushed,35,120,48.3303,12.9591,4188.2281
Crushed,35,120,48.6745,12.9591,4199.5294
Crushed,35,120,48.4768,12.9591,4199.6703
Crushed,35,120,49.0529,12.9591,4193.4601
Crushed,35,120,48.6574,12.9591,4200.7116
Crushed,35,120,48.467,12.9591,4186.3319
Crushed,35,120,48.1635,12.9591,4185.731
Crushed,35,120,48.7754,12.9591,4199.5675
Crushed,35,120,49.2047,12.9591,4194.1009
Crushed,35,120,49.2382,12.9591,4192.059
Crushed,35,120,48.5543,12.9591,4191.209
Crushed,35,120,48.355,12.9591,4191.9706
Crushed,35,120,48.4805,12.9591,4185.2934
Crushed,35,120,48.894,12.9591,4193.6754
Crushed,35,120,48.175,12.9591,4192.6147
Crushed,35,120,48.685,12.9591,4190.1164
Crushed,35,120,48.1666,12.9591,4192.758
Crushed,35,120,49.2188,12.9591,4190.0319
Crushed,35,120,49.0593,12.9591,4186.2833
Crushed,35,120,48.6639,12.9569,4215.0071
Crushed,35,120,48.7631,12.2327,4207.4943
Crushed,35,120,48.6693,12.8211,4214.4634
Crushed,35,120,48.3221,12.9341,4216.6093
Crushed,35,120,48.2196,12.5994,4206.9533
Crushed,35,120,48.7159,12.2277,4212.7044
Crushed,35,120,48.6709,12.8227,4202.0354
Crushed,35,120,48.3045,12.6906,4201.6334
Crushed,35,120,48.2738,12.5938,4209.4731
Crushed,35,120,48.3403,12.3058,4212.4217
Crushed,35,120,48.7028,12.8316,4202.7683
Crushed,35,120,48.6975,12.213,4214.414
Crushed,35,120,48.5182,12.7184,4215.0773
Crushed,35,120,48.5191,12.4695,4212.493
Crushed,35,120,48.3153,12.7765,4208.4536
Crushed,35,120,48.6098,12.9016,4216.0749
Crushed,35,120,48.6791,12.2256,4205.8768
Crushed,35,120,48.4262,12.7436,4218.9955
Crushed,35,120,48.4295,12.8671,4206.2332
Crushed,35,120,48.4434,12.735,4217.2248
Crushed,35,120,47.8967,12.1697,4239.7703
Crushed,35,120,46.5792,12.0695,4224.5317
Crushed,35,120,45.8203,12.1249,4232.6119
Crushed,35,120,45.8042,11.981,4240.6793
Crushed,35,120,46.3405,12.1319,4240.5714
Crushed,35,120,47.9583,12.125,4242.7755
Crushed,35,120,46.5318,12.1195,4232.4459
Crushed,35,120,48.3861,12.0199,4232.2382
Crushed,35,120,48.4138,12.0931,4227.4124
Crushed,35,120,48.1897,12.0732,4221.7066
Crushed,35,120,48.3399,12.0742,4232.8824
Crushed,35,120,46.8795,12.1607,4246.743
Crushed,35,120,48.5804,12.0252,4229.7676
Crushed,35,120,46.0907,12.066,4231.5839
Crushed,35,120,46.4212,11.9901,4227.5625
Crushed,35,120,45.7466,12.0347,4231.8199
Crushed,35,120,47.1867,12.1629,4227.8438
Crushed,35,120,46.6473,12.0291,4226.965
Crushed,35,120,45.8653,12.1676,4233.5493
Crushed,35,120,47.0341,12.1212,4246.6378
Volcanic,30,14,27.1089,2.0877,3003.4376
Volcanic,30,14,27.9404,1.8312,2994.4017
Volcanic,30,14,26.8142,2.2014,2998.6529
Volcanic,30,14,27.1616,2.0921,3007.7772
Volcanic,30,14,27.9369,2.0976,2994.1914
Volcanic,30,14,27.2081,2.0073,2993.1436
Volcanic,30,14,27.1412,2.1186,2990.569
Volcanic,30,14,26.9155,2.1713,2990.0613
Volcanic,30,14,27.8683,2.2013,3007.1611
Volcanic,30,14,26.933,2.0454,2997.549
Volcanic,30,14,27.1687,2.0708,3002.8361
Volcanic,30,14,27.8464,1.9122,3002.5383
Volcanic,30,14,27.3695,1.9705,3006.4793
Volcanic,30,14,27.5081,2.1222,3001.1799
Volcanic,30,14,27.4696,2.1159,2995.0715
Volcanic,30,14,27.6076,2.0296,2991.6425
Volcanic,30,14,26.8057,2.1245,2992.149
Volcanic,30,14,27.4033,2.1584,3002.3841
Volcanic,30,14,26.809,2.128,2992.4919
Volcanic,30,14,27.7621,2.2084,2995.2071
Volcanic,30,14,27.9693,2.5289,3001.5889
Volcanic,30,14,27.9693,2.4874,3159.5732
Volcanic,30,14,27.9693,2.2305,2993.668
Volcanic,30,14,27.9693,2.6543,3128.1861
Volcanic,30,14,27.9693,2.7008,3119.7731
Volcanic,30,14,27.9693,2.5214,3055.3193
Volcanic,30,14,27.9693,2.3232,3004.6617
Volcanic,30,14,27.9693,2.5102,3071.9205
Volcanic,30,14,27.9693,2.5072,3065.5815
Volcanic,30,14,27.9693,2.2977,3054.4043
Volcanic,30,14,27.9693,2.4045,3098.3527
Volcanic,30,14,27.9693,2.235,3010.9528
Volcanic,30,14,27.9693,2.5654,3191.9385
Volcanic,30,14,27.9693,2.7508,3070.0246
Volcanic,30,14,27.9693,2.4888,3147.563
Volcanic,30,14,27.9693,2.6403,3092.7209
Volcanic,30,14,27.9693,2.2806,3076.9955
Volcanic,30,14,27.9693,2.4587,3169.8648
Volcanic,30,14,27.9693,2.5165,3114.6602
Volcanic,30,14,27.9693,2.4744,3124.3587
Volcanic,30,14,27.8436,2.9664,3273.0681
Volcanic,30,14,26.9404,3.166,3241.5138
Volcanic,30,14,27.1323,3.162,3287.2198
Volcanic,30,14,27.0897,3.4092,3255.2049
Volcanic,30,14,27.1895,3.3124,3224.7011
Volcanic,30,14,27.3504,2.8297,3230.3671
Volcanic,30,14,27.578,3.2942,3229.5718
Volcanic,30,14,27.176,3.2215,3275.5629
Volcanic,30,14,27.8283,3.4012,3285.9569
Volcanic,30,14,27.7921,2.9477,3232.59
Volcanic,30,14,27.9456,3.077,3253.7961
Volcanic,30,14,26.8134,3.4526,3261.4496
Volcanic,30,14,26.8061,2.9194,3226.8186
Volcanic,30,14,27.8208,3.0955,3255.3203
Volcanic,30,14,27.409,2.962,3282.0288
Volcanic,30,14,27.1821,3.214,3250.2941
Volcanic,30,14,27.6214,3.3961,3247.9254
Volcanic,30,14,27.0648,3.3365,3274.8414
Volcanic,30,14,27.3003,3.4541,3266.339
Volcanic,30,14,27.4565,3.2579,3264.0995
Volcanic,30,14,26.9307,3.2529,3202.9535
Volcanic,30,14,27.2223,3.2483,3276.2309
Volcanic,30,14,27.309,2.7437,3182.5549
Volcanic,30,14,27.2072,2.9576,3236.0949
Volcanic,30,14,27.0144,2.6788,3236.1132
Volcanic,30,14,27.333,3.1349,3256.0821
Volcanic,30,14,26.9237,3.0488,3149.0935
Volcanic,30,14,27.0901,2.7828,3264.7954
Volcanic,30,14,27.3428,3.0426,3226.4421
Volcanic,30,14,26.9311,3.0381,3160.2012
Volcanic,30,14,26.9205,3.3754,3203.5866
Volcanic,30,14,27.3266,3.4496,3126.6937
Volcanic,30,14,26.8117,2.8418,3142.4611
Volcanic,30,14,26.95,3.2897,3180.6179
Volcanic,30,14,27.1251,3.0554,3279.8776
Volcanic,30,14,26.8924,2.7266,3151.582
Volcanic,30,14,27.1517,2.7865,3186.6527
Volcanic,30,14,27.2491,2.8598,3286.5017
Volcanic,30,14,27.0713,2.5984,3239.2219
Volcanic,30,14,27.1606,3.3249,3144.6432
Volcanic,30,28,34.6558,4.4289,3118.9096
Volcanic,30,28,33.8129,4.4412,3131.986
Volcanic,30,28,34.3635,4.3355,3117.8398
Volcanic,30,28,33.6317,4.3427,3136.4452
Volcanic,30,28,34.236,4.3764,3126.7269
Volcanic,30,28,34.7186,4.3938,3125.3816
Volcanic,30,28,34.8429,4.4535,3121.3996
Volcanic,30,28,34.2097,4.436,3111.0147
